id,title,company,location,category,created,description,salary_min,salary_max,contract_type,contract_time,salary_avg
5162309879,Prison Custody Officer,MItie,"Cranswick, Driffield",Healthcare & Nursing Jobs,2025-04-25T15:09:00Z,"mitie care & custody - hmp millsike - prison custody officer (pco) location: york, hmp millsike salary: £36,540 are you looking for a new role where you can genuinely make a difference? why apply for this role? help make a real difference to people’s lives an opportunity to build your career within a brand new state-of-the-art prison continuously develop new skills and work with an incredible team excellent salary and benefits package to reward your hard work pco job responsibilities as a pco, …",36540.0,36540.0,contract,unknown,36540.0
5184056716,Adults Wellbeing Advisor (Grade 4),Veesupportservices Ltd,"Liverpool, Merseyside",Social work Jobs,2025-05-06T23:46:57Z,"job purpose respond to communications from the public, internal and external colleagues whilst ensuring the service is meeting its care act duties, through the provision of good quality information, advice, and guidance. through every interaction, apply the prevent, reduce, delay principles of the care act to promote independence and wellbeing to provide information, advice, and guidance to enable people, in person, on the telephone and by other mains of interactions, to self-assess and plan su…",14.0,14.0,unknown,full_time,14.0
5188480162,Night Care Assistant,Barchester Healthcare,"Hayes, Bromley",Healthcare & Nursing Jobs,2025-05-08T13:36:27Z,"about the role as a care assistant at a barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. you'll assist with daily living, providing support and companionship and sharing great moments and memories too. it's a chance to bring your dedication and compassion to a fulfilling environment. every day will be different, so you can expect to undertake work that's as varied as it is rewarding. as a care assistant, you could be d…",0.0,29328.0,permanent,unknown,14664.0
5172986623,Registered Nurse (RMN/RNLD) - Care Home,Barchester Healthcare,"Great Burdon, Darlington",Healthcare & Nursing Jobs,2025-05-01T13:32:39Z,"rewards package as well as a competitive salary, barchester offers one of the best rewards packages in the care sector. your generous benefits would include: free learning and development automatic enrolment into our profit share scheme a range of holiday, retail and leisure discounts nurse mentor and refer a friend bonus schemes wellbeing support offer to pay skilled worker visa application fee for eligible nurses about the role as a registered mental health nurse or learning disability nurse …",46883.0,46883.0,permanent,unknown,46883.0
5192186351,Care Assistant - Care Home,Barchester Healthcare,"Sherborne St. John, Basingstoke",Healthcare & Nursing Jobs,2025-05-10T13:38:34Z,"about the role as a care assistant at a barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. you'll assist with daily living, providing support and companionship and sharing great moments and memories too. it's a chance to bring your dedication and compassion to a fulfilling environment. every day will be different, so you can expect to undertake work that's as varied as it is rewarding. as a care assistant, you could be d…",26436.0,26436.0,permanent,unknown,26436.0
5185149361,Care Assistant - Care Home,Barchester Healthcare,"Davidsons Mains, Edinburgh",Healthcare & Nursing Jobs,2025-05-07T13:35:57Z,"about the role as a care assistant at a barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. you'll assist with daily living, providing support and companionship and sharing great moments and memories too. it's a chance to bring your dedication and compassion to a fulfilling environment. every day will be different, so you can expect to undertake work that's as varied as it is rewarding. as a care assistant, you could be d…",26832.0,26832.0,permanent,unknown,26832.0
5188316784,Latvian Interpreters Required,Premium Linguistic Services,"Northampton, Northamptonshire",Other/General Jobs,2025-05-08T11:42:12Z,we are currently looking for latvian interpreters in northampton. we are extremely in-demand right now; this is an excellent opportunity to receive multiple interpreting assignments from premium linguistic services every day! . skills and experience required: fluent in english and latvian languages qualification and/or experience in interpreting and/or languages - if you are not sure about your qualification or experience please send us cv our friendly recruitment team will evaluate it for you.…,18.0,18.0,permanent,part_time,18.0
5172986380,Kitchen Assistant - Care Home,Barchester Healthcare,"Buchanhaven, Peterhead",Hospitality & Catering Jobs,2025-05-01T13:32:37Z,"about the role as a kitchen assistant at a barchester care home, you'll help to provide the first-class food and hospitality that enable us to give our residents exceptional all-round care and support. a healthy, nutritious diet is vital to ensuring our residents' wellbeing and helping them enjoy daily life with us, which is why the role of kitchen assistant is so important. you'll help to produce meals and create a fulfilling dining experience for every resident. you'll be an asset to your col…",26020.0,26020.0,permanent,unknown,26020.0
5164011341,Teaching Assistant,GSL Education,"London, UK",Teaching Jobs,2025-04-26T12:40:04Z,"as a 1:1 teaching assistant, you will play a pivotal role in providing dedicated support to a specific student with special educational needs or those who need extra guidance. working closely with teachers, sencos, and other professionals, you will be instrumental in creating and implementing a personalised learning plan that addresses the unique requirements of the student. learning support assistant - sen - 1:1 - teaching assistant - ta - education and training - rainham position : teaching a…",22100.0,29900.0,unknown,full_time,26000.0
5168561862,Teaching Assistant,Teaching Personnel Ltd,"Abbotts Barton, Winchester",Teaching Jobs,2025-04-29T12:41:37Z,"job vacancy: teaching assistant primary ks1, ks2 location winchester , hampshire position: teaching assistant ks1, ks2 start date: asap contract type: permanent, full time salary: £13.75 per hour are you passionate about supporting young learners and helping them reach their full potential? we are seeking a dedicated and enthusiastic teaching assistant to join our dynamic school in winchester. as a teaching assistant, you will play a key role in supporting the classroom teacher in delivering en…",27040.0,29120.0,contract,full_time,28080.0
5191593267,HR Business Change Manager,LegalAndGeneral,"London, UK",IT Jobs,2025-05-10T03:27:30Z,"job description are you a strategic thinker with a passion for driving organisational change? we are seeking a dedicated and experienced business change manager to join our hr team. in this role, you will lead people change initiatives within the hr change portfolio, ensuring that our employees are engaged and supported throughout business change projects. your expertise will be crucial in developing and implementing change management strategies that maximise employee adoption and enhance the o…",46033.97,46033.97,unknown,unknown,46033.97
5181650735,Graduate Mechanical Engineer,Premier Group Recruitment,"Stone, Dartford",Graduate Jobs,2025-05-05T17:26:04Z,"job description for more information about this role please apply, or email kingsley farrington on kfarrington@pg-rec.com who will be able to provide more details on the opportunity. many thanks, premier group",27325.18,27325.18,unknown,full_time,27325.18
5146640726,Psychiatric Nurse - RMN,Jupiter Recruitment,"Southgate, North London",Healthcare & Nursing Jobs,2025-04-16T00:55:35Z,"an amazing job opportunity has arisen for a committed registered mental health nurse to work in an exceptional mental health hospital based in the southgate, north london area. you will be working for one of uk's leading health care providers the hospital is a private hospital specialising in the treatment of mental health problems. the hospital has a highly experienced team of mental health professionals and support staff, which include consultant psychiatrists, psychologists, nurses and thera…",37000.0,37000.0,permanent,full_time,37000.0
4945492731,Clinical Deputy Manager - RGN,TRCGroup,"Caister-On-Sea, Great Yarmouth",Healthcare & Nursing Jobs,2024-11-20T16:09:59Z,"deputy care home manager (rgn) salary: £50,000 hours: full time type: permanent please note: sponsorship is unavailable the recruitment crowd are searching for a talented and experienced deputy care home manager who is seeking an exciting opportunity within a luxury nursing home in great yarmouth job description: as the deputy manager, you will assist in managing operations within the home in order to reach or exceed goals while assuring the provision of high-quality care. you will be in charge…",50000.0,50000.0,permanent,full_time,50000.0
5183114548,Senior Sous Chef,Brunning & Price,"Mitton, Clitheroe",Hospitality & Catering Jobs,2025-05-06T15:48:50Z,"are you passionate about creating culinary masterpieces? as a senior sous chef at the aspinall arms, clitheroe , you will be an integral part of our kitchen team, contributing to the creation of exceptional dining experiences. the role involves collaborating closely with the head chef, leading kitchen operations, and maintaining high standards of food quality, presentation, and service. and there’s plenty in it for you! your bread and butter basic up to £36,000, plus tronc (that’s your card tip…",0.0,38500.0,unknown,unknown,19250.0
5172986444,Activities Assistant - Care Home,Barchester Healthcare,"Longaller, Bishops Hull",Hospitality & Catering Jobs,2025-05-01T13:32:38Z,"about the role as an activities assistant at a barchester care home, you'll deliver imaginative, fun and varied activities to ensure our residents can enjoy an environment that is motivational and fulfilling. we want to make sure each individual can pursue the interests they most enjoy and that means you'll have a real impact on our residents' lives. the activities assistant role involves helping us to deliver an entertainment and activities programme that covers a wide range of pastimes, socia…",26436.0,26436.0,permanent,unknown,26436.0
5149584901,Night Care Assistant,Barchester Healthcare,"North End, Yatton",Healthcare & Nursing Jobs,2025-04-17T13:30:04Z,"about the role as a care assistant at a barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. you'll assist with daily living, providing support and companionship and sharing great moments and memories too. it's a chance to bring your dedication and compassion to a fulfilling environment. every day will be different, so you can expect to undertake work that's as varied as it is rewarding. as a care assistant, you could be d…",26436.0,26436.0,permanent,unknown,26436.0
5190562574,Construction Site Administrator / Assistant,TSP,"Dudley, West Midlands",Admin Jobs,2025-05-09T15:42:11Z,"construction site administrator / assistant, dudley, salary up to £31.4k my client is a family run business, they are seeking a driven and enthusiastic administrator to join a busy site office within a production workshop. duties of the site administrator all on-hires / off-hires of machines, cranes and small equipment as instructed by site managers. keep comprehensive record of all on hires, off hires and purchases to effectively check all invoices. deal with machine breakdowns – organise repa…",0.0,31400.0,permanent,full_time,15700.0
5164011453,Specialist Teaching Assistant,GSL Education,"York, North Yorkshire",Teaching Jobs,2025-04-26T12:40:06Z,"specialist teaching assistant location: york, north yorkshire start date: asap salary: £83 - £100 per day are you passionate about making a difference in the lives of young people? do you have a knack for supporting students with special needs? if so, we want you to join our dedicated team at an excellent client secondary school in york, north yorkshire , to join asa specialist teaching assistant, starting as soon as possible. specialist teaching assistant responsibilities: provide targeted sup…",21580.0,26000.0,unknown,unknown,23790.0
5168561709,Salesforce Specialist,Staffline,"Hermiston, Currie",IT Jobs,2025-04-29T12:41:10Z,"job title: salesforce specialist location: edinburgh duration: 3 months daily rate: negotiable start date: asap about the role: we are seeking salesforce specialist to support a public sector organisation in reviewing and optimising its use of the salesforce platform. this is ideal for a functional consultant, administrator or specialist looking to make high-impact contributions on a part-time basis (2 days per week). the role will involve assessing current salesforce usage, identifying gaps an…",60518.19,60518.19,contract,part_time,60518.19
5191592385,Senior Design Engineer - Composites,Williams Racing,"Oxford, Oxfordshire",Engineering Jobs,2025-05-10T03:27:21Z,"job description we are currently seeking an experienced and ambitious senior composite design engineer to join our suspension, steering and brakes group in our engineering office. the successful candidate will be responsible for undertaking and guiding a range of designs from initial concepts through to prototype production as well as supporting the head of department and principal engineer to deliver performance-enhancing technology. our ideal candidate is someone with strong understanding of …",52429.05,52429.05,unknown,unknown,52429.05
5146640732,RMN,Jupiter Recruitment,"Durham Tees Valley Airport, Darlington",Healthcare & Nursing Jobs,2025-04-16T00:55:35Z,"an amazing job opportunity has arisen for a motivated rmn or rnld nurse to work in an exceptional hospital based in the darlington, county durham area. you will be working for one of uk's leading health care providers the hospital provides specialist inpatient care for people with mental health needs and presenting with complex needs and behaviours that challenge, in a safe and supportive environment and provide specialist care such as mixed acute care, low secure mental illness and complex nee…",31500.0,37227.0,permanent,full_time,34363.5
