id,title,company,location,category,created,url,description,salary_min,salary_max,contract_type,contract_time
5158012536,Senior Sales Negotiator,ProFind Property Recruitment,"Farnham, Surrey",Property Jobs,2025-04-23T13:19:08Z,https://www.adzuna.co.uk/jobs/details/5158012536?utm_medium=api&utm_source=ee5e2937,"Sales / Senior Negotiator Location: Farnham, Surrey Salary: £24,000 basic (OTE £30,000 – £40,000)  £2,000 car allowance and ancillary commission Hours: Monday – Friday, 8.30am – 6.00pm (plus alternate Saturdays) Our client, a highly respected independent estate agency with a strong presence across Surrey and South West London, is seeking a motivated and ambitious Sales / Senior Negotiator to join their successful team in Farnham. With a reputation built on trust, professionalism and results, th…",2000.0,24000.0,permanent,full_time
5154995648,HGV Class 1 Night Driver,Driver Hire Twickenham & Heathrow,"Feltham, London",Logistics & Warehouse Jobs,2025-04-21T06:15:15Z,https://www.adzuna.co.uk/jobs/details/5154995648?utm_medium=api&utm_source=ee5e2937,"HGV Class 1 (CE) Night Drivers Wanted Location: Heathrow Salary: £62,400 to £68,640 per year (PAYE – including holiday pay) Shifts: Night shifts, flexible start times (18:00 - 20:00) Hours: Minimum paid 12-hour shifts About the Role: Join a top player in the airfreight cargo industry Due to a major contract with the UK’s largest airline, we’re expanding our team. This is a fantastic opportunity for experienced Night HGV Class 1 (CE) drivers looking for stable, high-paying work with regular long…",62400.0,68640.0,contract,
5144003872,Residential Kitchen and Bathroom Fitter / Remedial Fitter,Bellamy Group,"Chelmsford, Essex",Trade & Construction Jobs,2025-04-14T10:47:42Z,https://www.adzuna.co.uk/jobs/details/5144003872?utm_medium=api&utm_source=ee5e2937,"We are looking for a part or full time kitchen and bathroom fitter / remedial fitter to join our small family run business. We work all over Essex and occasionally beyond. We look forward to receiving your CV Own insurance, van, asbestos cert, DBS and tools needed and minimum 3 yrs experience please.",25000.0,50000.0,permanent,full_time
5185150320,Implementation Coordinator,Barchester Healthcare,UK,IT Jobs,2025-05-07T13:36:05Z,https://www.adzuna.co.uk/jobs/details/5185150320?utm_medium=api&utm_source=ee5e2937,"Remote working, 6 months Fixed Term Contract Exciting new opportunity for an experienced Implementation Coordinator to join the Barchester family. Barchester are on exciting journey of digital transformation, where we are heavily investing in multiple new systems across our current portfolio of 240 care homes and hospitals across the UK. The successful Implementation Coordinator will support the implementation of specific change programmes to ensure the full adoption of new systems and processe…",35000.0,35000.0,contract,
5178552599,Housekeeping Assistant - Care Home,Barchester Healthcare,"Newington, Sittingbourne",Domestic help & Cleaning Jobs,2025-05-03T13:35:04Z,https://www.adzuna.co.uk/jobs/details/5178552599?utm_medium=api&utm_source=ee5e2937,"ABOUT THE ROLE As a Housekeeping Assistant at a Barchester care home, you'll help to create a warm and homely environment that enables us to meet each resident's unique needs. Keeping the home clean and safe is no small task, which is why the role of Housekeeping Assistant is so important. The variety of housekeeping and cleaning tasks you carry out will ensure everyone can enjoy a clean, tidy and welcoming environment. This means you'll have a direct impact on our residents, their visitors and…",26436.0,26436.0,permanent,
5173122906,Server,Permit Room Cambridge,"Chesterton, Cambridge",Hospitality & Catering Jobs,2025-05-01T15:39:20Z,https://www.adzuna.co.uk/jobs/details/5173122906?utm_medium=api&utm_source=ee5e2937,"Server/Waiter/Waitress We are proud to be recognised as one of the best places to work in Hospitality. Looking after people is at the core of what we do and we work hard to make life at Dishoom the best it can be. Since 2010, our restaurants have celebrated the Irani cafes and all of the food and drink of Bombay. We have Dishoom Cafes across London, Edinburgh, Manchester and Birmingham. Our Permit Rooms can be found in Brighton, Cambridge and Oxford, with our newest Bar-Cafe opening in Portobel…",32760.0,33280.0,,full_time
5180672792,GLD online volunteer,International Humanity Foundation,UK,HR & Recruitment Jobs,2025-05-04T20:31:14Z,https://www.adzuna.co.uk/jobs/details/5180672792?utm_medium=api&utm_source=ee5e2937,"VOLUNTEER/GLD ONLINE Unleash Your Passion, Volunteer Online with IHF! Make a difference from anywhere in the world: Join the International Humanity Foundation (IHF) and help us empower marginalized children and communities (in location) while offering an opportunity to learn and practice (online). Join our Global Leadership Development program in one or more of the following divisions or teams: A. Human Resources (HR): Master essential HR skills while supporting our global team. Assist with app…",32113.3,32113.3,,part_time
5182740150,Residential Kitchen and Bathroom Fitter / Remedial Fitter,Bellamy Group,"Canvey Island, Essex",Trade & Construction Jobs,2025-05-06T09:37:05Z,https://www.adzuna.co.uk/jobs/details/5182740150?utm_medium=api&utm_source=ee5e2937,"We are looking for a part or full time kitchen and bathroom fitter / remedial fitter to join our small family run business. We work all over Essex and occasionally beyond. We look forward to receiving your CV! Own insurance, van, asbestos cert, DBS and tools needed and minimum 3 yrs experience please.",25000.0,50000.0,permanent,full_time
5181253555,Pharmacy Manager ( Across 2 sites),Clarity Recruitment,"St. Stephen, St. Austell",Healthcare & Nursing Jobs,2025-05-05T09:14:16Z,https://www.adzuna.co.uk/jobs/details/5181253555?utm_medium=api&utm_source=ee5e2937,"Clarity is recruiting for a Managing Pharmacist for a thriving pharmacy in St Austell. What you need to know: This is a permanent full time role. 5 days during the week, 41.5 hours per week. You will be expected to work in two stores approx 2-3 miles within each other. Opening hours for both stores are 9am - 5.30pm Monday to Friday. Saturdays 9am - 1pm in one store, 9am - 12pm in other store. Rota to be confirmed with successful candidate. Both stores dispense approx 6,000 items per month. Both…",45951.95,45951.95,permanent,full_time
5172986402,Housekeeping Assistant - Bank - Care Home,Barchester Healthcare,"Horden, Peterlee",Domestic help & Cleaning Jobs,2025-05-01T13:32:38Z,https://www.adzuna.co.uk/jobs/details/5172986402?utm_medium=api&utm_source=ee5e2937,"ABOUT THE ROLE As a Bank Housekeeping Assistant at a Barchester care home, you'll help to create a warm and homely environment that enables us to meet each resident's unique needs. Keeping the home clean and safe is no small task, which is why the role of a Bank Housekeeping Assistant is so important. The variety of housekeeping and cleaning tasks you carry out will ensure everyone can enjoy a clean, tidy and welcoming environment. This means you'll have a direct impact on our residents, their …",26436.0,26436.0,,
5188480159,Care Assistant - Bank - Care Home,Barchester Healthcare,"Purley, South East London",Healthcare & Nursing Jobs,2025-05-08T13:36:27Z,https://www.adzuna.co.uk/jobs/details/5188480159?utm_medium=api&utm_source=ee5e2937,"ABOUT THE ROLE As a Bank Care Assistant at a Barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. You'll assist with daily living, providing support and companionship and sharing great moments and memories too. It's a chance to bring your dedication and compassion to a fulfilling environment. Every day will be different, so you can expect to undertake work that's as varied as it is rewarding. As a Bank Care Assistant, you …",29120.0,29120.0,,
5188480128,Hospitality - Host/Hostess - Bank,Barchester Healthcare,"Littleham, Exmouth",Social work Jobs,2025-05-08T13:36:27Z,https://www.adzuna.co.uk/jobs/details/5188480128?utm_medium=api&utm_source=ee5e2937,"ABOUT THE ROLE As a Bank Hospitality Host at a Barchester care home, you'll help to create a stimulating environment for our residents so that we can give them the all-round care and support they deserve. We want our homes to be warm and welcoming with interesting events and first-class hospitality. As a Bank Hospitality Host, you'll have an important part to play in making sure that happens. In particular, you'll provide a friendly, engaging and helpful service in our dining room and bar areas…",29619.0,29619.0,,
5160245168,Nursery Early Years Educator,Connected Recruitment,"Ealing, West London",Teaching Jobs,2025-04-24T16:28:02Z,https://www.adzuna.co.uk/jobs/details/5160245168?utm_medium=api&utm_source=ee5e2937,"Become a valued Early Years Educator Role: Early Years Educator Location: Ealing W5 Hours: 40 hours per week Flexi Option: Option to flex your hours over 4 day week Salary: £27000-£28000 P/A Qualification: NVQ/Cache Level 3 or equivalent Why join our client? You are amazing - even if you don’t know it yet As an Early Years Educator you are preparing the next generation for the challenges ahead; teaching them to ask questions, take risks and be mindful of the people and the world around them. We…",27000.0,30000.0,permanent,full_time
5144129427,Nursery Practitioner,Ambience Care Limited,"Woodside Park, North London",Teaching Jobs,2025-04-14T14:20:09Z,https://www.adzuna.co.uk/jobs/details/5144129427?utm_medium=api&utm_source=ee5e2937,"We are looking for a passionate and dedicated Nursery Practitioner to join our warm and welcoming team in London. This is a great opportunity for someone who thrives in a team environment and has a strong commitment to delivering outstanding childcare. Key Responsibilities: Lead the day to day running of the baby room, ensuring a safe, caring, and stimulating environment. Provide high-quality care and age appropriate learning experiences in line with the EYFS framework. Support, mentor, and sup…",29000.0,29000.0,permanent,full_time
5195899583,"Strategic Consultant, Economic Consultant, Financial Consultant, Technical Consultant",Apex Strategy Partners,"London, UK",Consultancy Jobs,2025-05-13T07:29:47Z,https://www.adzuna.co.uk/jobs/details/5195899583?utm_medium=api&utm_source=ee5e2937,"We seek Consultants with expertise spanning finance, economics, strategy, technology, and policy to lead high-stakes projects. This role demands a unique blend of analytical rigor, strategic foresight, and experience engaging with public-sector stakeholders (e.g., government agencies, regulatory bodies) to shape policies and commercial strategies. Key Responsibilities Strategic & Policy Advisory: Design growth strategies for clients in financial services, tech startups, and public institutions.…",63382.67,63382.67,,part_time
5162309879,Prison Custody Officer,MItie,"Cranswick, Driffield",Healthcare & Nursing Jobs,2025-04-25T15:09:00Z,https://www.adzuna.co.uk/jobs/details/5162309879?utm_medium=api&utm_source=ee5e2937,"Mitie Care & Custody - HMP Millsike - Prison Custody Officer (PCO) Location: York, HMP Millsike Salary: £36,540 Are you looking for a new role where you can genuinely make a difference? Why apply for this role? Help make a real difference to people’s lives An opportunity to build your career within a brand new state-of-the-art prison Continuously develop new skills and work with an incredible team Excellent salary and benefits package to reward your hard work PCO Job Responsibilities As a PCO, …",36540.0,36540.0,contract,
5184056716,Adults Wellbeing Advisor (Grade 4),Veesupportservices Ltd,"Liverpool, Merseyside",Social work Jobs,2025-05-06T23:46:57Z,https://www.adzuna.co.uk/jobs/details/5184056716?utm_medium=api&utm_source=ee5e2937,"Job Purpose Respond to communications from the public, internal and external colleagues whilst ensuring the service is meeting its Care Act duties, through the provision of good quality information, advice, and guidance. Through every interaction, apply the Prevent, Reduce, Delay principles of the Care Act to promote independence and wellbeing To provide information, advice, and guidance to enable people, in person, on the telephone and by other mains of interactions, to self-assess and plan su…",14.0,14.0,,full_time
5188480162,Night Care Assistant,Barchester Healthcare,"Hayes, Bromley",Healthcare & Nursing Jobs,2025-05-08T13:36:27Z,https://www.adzuna.co.uk/jobs/details/5188480162?utm_medium=api&utm_source=ee5e2937,"ABOUT THE ROLE As a Care Assistant at a Barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. You'll assist with daily living, providing support and companionship and sharing great moments and memories too. It's a chance to bring your dedication and compassion to a fulfilling environment. Every day will be different, so you can expect to undertake work that's as varied as it is rewarding. As a Care Assistant, you could be d…",0.0,29328.0,permanent,
5172986623,Registered Nurse (RMN/RNLD) - Care Home,Barchester Healthcare,"Great Burdon, Darlington",Healthcare & Nursing Jobs,2025-05-01T13:32:39Z,https://www.adzuna.co.uk/jobs/details/5172986623?utm_medium=api&utm_source=ee5e2937,"REWARDS PACKAGE As well as a competitive salary, Barchester offers one of the best rewards packages in the care sector. Your generous benefits would include: Free learning and development Automatic enrolment into our profit share scheme A range of holiday, retail and leisure discounts Nurse Mentor and Refer a Friend bonus schemes Wellbeing Support Offer to pay Skilled Worker visa application fee for eligible nurses ABOUT THE ROLE As a Registered Mental Health Nurse or Learning Disability Nurse …",46883.0,46883.0,permanent,
5192186351,Care Assistant - Care Home,Barchester Healthcare,"Sherborne St. John, Basingstoke",Healthcare & Nursing Jobs,2025-05-10T13:38:34Z,https://www.adzuna.co.uk/jobs/details/5192186351?utm_medium=api&utm_source=ee5e2937,"ABOUT THE ROLE As a Care Assistant at a Barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. You'll assist with daily living, providing support and companionship and sharing great moments and memories too. It's a chance to bring your dedication and compassion to a fulfilling environment. Every day will be different, so you can expect to undertake work that's as varied as it is rewarding. As a Care Assistant, you could be d…",26436.0,26436.0,permanent,
5185149361,Care Assistant - Care Home,Barchester Healthcare,"Davidsons Mains, Edinburgh",Healthcare & Nursing Jobs,2025-05-07T13:35:57Z,https://www.adzuna.co.uk/jobs/details/5185149361?utm_medium=api&utm_source=ee5e2937,"ABOUT THE ROLE As a Care Assistant at a Barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. You'll assist with daily living, providing support and companionship and sharing great moments and memories too. It's a chance to bring your dedication and compassion to a fulfilling environment. Every day will be different, so you can expect to undertake work that's as varied as it is rewarding. As a Care Assistant, you could be d…",26832.0,26832.0,permanent,
5188316784,Latvian Interpreters Required,Premium Linguistic Services,"Northampton, Northamptonshire",Other/General Jobs,2025-05-08T11:42:12Z,https://www.adzuna.co.uk/jobs/details/5188316784?utm_medium=api&utm_source=ee5e2937,We are currently looking for Latvian interpreters in Northampton. We are extremely in-demand right now; this is an excellent opportunity to receive multiple interpreting assignments from Premium Linguistic Services every day! . Skills and experience required: Fluent in English and Latvian languages Qualification and/or Experience in Interpreting and/or Languages - if you are not sure about your qualification or experience please send us CV our friendly recruitment team will evaluate it for you.…,18.0,18.0,permanent,part_time
5172986380,Kitchen Assistant - Care Home,Barchester Healthcare,"Buchanhaven, Peterhead",Hospitality & Catering Jobs,2025-05-01T13:32:37Z,https://www.adzuna.co.uk/jobs/details/5172986380?utm_medium=api&utm_source=ee5e2937,"ABOUT THE ROLE As a Kitchen Assistant at a Barchester care home, you'll help to provide the first-class food and hospitality that enable us to give our residents exceptional all-round care and support. A healthy, nutritious diet is vital to ensuring our residents' wellbeing and helping them enjoy daily life with us, which is why the role of Kitchen Assistant is so important. You'll help to produce meals and create a fulfilling dining experience for every resident. You'll be an asset to your col…",26020.0,26020.0,permanent,
5164011341,Teaching Assistant,GSL Education,"London, UK",Teaching Jobs,2025-04-26T12:40:04Z,https://www.adzuna.co.uk/jobs/details/5164011341?utm_medium=api&utm_source=ee5e2937,"As a 1:1 Teaching Assistant, you will play a pivotal role in providing dedicated support to a specific student with special educational needs or those who need extra guidance. Working closely with teachers, SENCOs, and other professionals, you will be instrumental in creating and implementing a personalised learning plan that addresses the unique requirements of the student. Learning Support Assistant - SEN - 1:1 - Teaching Assistant - TA - Education and Training - Rainham Position : Teaching A…",22100.0,29900.0,,full_time
5168561862,Teaching Assistant,Teaching Personnel Ltd,"Abbotts Barton, Winchester",Teaching Jobs,2025-04-29T12:41:37Z,https://www.adzuna.co.uk/jobs/details/5168561862?utm_medium=api&utm_source=ee5e2937,"Job Vacancy: Teaching Assistant Primary KS1, KS2 Location Winchester , Hampshire Position: Teaching Assistant KS1, KS2 Start Date: ASAP Contract Type: Permanent, Full time Salary: £13.75 per hour Are you passionate about supporting young learners and helping them reach their full potential? We are seeking a dedicated and enthusiastic Teaching Assistant to join our dynamic school in Winchester. As a Teaching Assistant, you will play a key role in supporting the classroom teacher in delivering en…",27040.0,29120.0,contract,full_time
5191593267,HR Business Change Manager,LegalAndGeneral,"London, UK",IT Jobs,2025-05-10T03:27:30Z,https://www.adzuna.co.uk/jobs/details/5191593267?utm_medium=api&utm_source=ee5e2937,"Job Description Are you a strategic thinker with a passion for driving organisational change? We are seeking a dedicated and experienced Business Change Manager to join our HR team. In this role, you will lead People Change initiatives within the HR Change portfolio, ensuring that our employees are engaged and supported throughout business change projects. Your expertise will be crucial in developing and implementing change management strategies that maximise employee adoption and enhance the o…",46033.97,46033.97,,
5181650735,Graduate Mechanical Engineer,Premier Group Recruitment,"Stone, Dartford",Graduate Jobs,2025-05-05T17:26:04Z,https://www.adzuna.co.uk/jobs/details/5181650735?utm_medium=api&utm_source=ee5e2937,"Job Description For more information about this role please apply, or email Kingsley Farrington on kfarrington@pg-rec.com who will be able to provide more details on the opportunity. Many thanks, Premier Group",27325.18,27325.18,,full_time
